Loc	Rep	Entry	FT
TS_07	2	Line173	87
TS_09	2	Line173	98
ISA_08	2	Line173	97
TS_08E	2	Line173	116
TH_08	1	Line174	NA
HA_08	1	Line174	75
ISI_08	1	Line174	75
TS_08L	1	Line174	76
FU_08	1	Line174	NA
TS_07	1	Line174	88
TS_09	1	Line174	95
ISA_08	1	Line174	98
TS_08E	1	Line174	112
TH_08	2	Line174	NA
HA_08	2	Line174	75
ISI_08	2	Line174	75
TS_08L	2	Line174	79
FU_08	2	Line174	90
TS_07	2	Line174	88
TS_09	2	Line174	95
ISA_08	2	Line174	99
TS_08E	2	Line174	110
TH_08	1	Line175	NA
HA_08	1	Line175	65
ISI_08	1	Line175	60
TS_08L	1	Line175	64
FU_08	1	Line175	70
TS_07	1	Line175	85
TS_09	1	Line175	93
ISA_08	1	Line175	93
TS_08E	1	Line175	112
TH_08	2	Line175	NA
HA_08	2	Line175	NA
ISI_08	2	Line175	NA
TS_08L	2	Line175	NA
FU_08	2	Line175	NA
TS_07	2	Line175	NA
TS_09	2	Line175	NA
ISA_08	2	Line175	NA
TS_08E	2	Line175	NA
TH_08	1	Line176	NA
HA_08	1	Line176	79
ISI_08	1	Line176	76
TS_08L	1	Line176	76
FU_08	1	Line176	NA
TS_07	1	Line176	85
TS_09	1	Line176	93
ISA_08	1	Line176	98
TS_08E	1	Line176	115
TH_08	2	Line176	NA
HA_08	2	Line176	NA
ISI_08	2	Line176	NA
TS_08L	2	Line176	NA
FU_08	2	Line176	NA
TS_07	2	Line176	NA
TS_09	2	Line176	NA
ISA_08	2	Line176	NA
TS_08E	2	Line176	NA
