env_code	pop_code	ril_code	Prd_trait_mean	Prd_trait_kPara	Obs_trait	Line_mean
NEH4_15	1	G2F_108	235.948	232.613	232.508940373539	237.857967081533
OHH1_15	1	G2F_108	231.16	236.834	246.760564519984	235.007642252244
ONH1_15	1	G2F_108	237.787	230.351	235.026702652756	237.354414625689
ONH2_15	1	G2F_108	274.486	291.244	249.58758258389	234.442238639462
ILH1_15	1	G2F_109	238.294	238.101	223.609821033897	237.825104301803
INH1_15	1	G2F_109	232.957	237.014	195.556191652693	243.435830178043
MNH1_15	1	G2F_109	220.462	222.985	265.825907490226	229.381887010537
NEH4_15	1	G2F_109	243.366	237.221	211.739829637732	240.199102581036
ONH1_15	1	G2F_109	236.354	224.784	260.014030992249	230.544262310132
ONH2_15	1	G2F_109	269.649	305.058	255.989561736113	231.349156161359
ILH1_15	1	G2F_110	230.959	230.795	218.609821033897	230.434744466594
INH1_15	1	G2F_110	192.63	214.433	199.647921487863	234.227124375801
MNH1_15	1	G2F_110	221.053	222.506	223.174688044308	229.521771064512
NEH4_15	1	G2F_110	229.72	222.065	238.790008835207	226.398706906332
ONH1_15	1	G2F_110	235.362	221.429	229.973521381702	228.162004397033
ONH2_15	1	G2F_110	252.476	280.754	260.58758258389	222.039192156595
ILH1_15	1	G2F_111	237.351	237.219	236.421659930498	237.176318597422
INH1_15	1	G2F_111	236.462	243.455	221.929945144693	240.074661554583
MNH1_15	1	G2F_111	234.437	236.487	235.825315277107	237.2955875281
NEH4_15	1	G2F_111	241.531	239.974	220.804926701079	240.299665243306
ONH1_15	1	G2F_111	231.999	228.81	269.985734831254	230.463503617271
ONH2_15	1	G2F_111	261.387	269.002	237.335671032978	236.993516376926
ILH1_15	1	G2F_112	238.664	238.477	245.801447268579	238.173341392488
INH1_15	1	G2F_112	228.861	237.123	201.223785586728	247.088873728858
MNH1_15	1	G2F_112	229.519	231.684	246.825588952285	237.968513055747
NEH4_15	1	G2F_112	244.059	237.336	232.508940373539	240.831842771496
ONH1_15	1	G2F_112	243.864	231.398	250.014030992249	237.330824647754
ONH2_15	1	G2F_112	276.671	329.988	260.29436105764	235.274758634676
ILH1_15	1	G2F_113	241.869	241.587	240.560256298977	241.258619518546
INH1_15	1	G2F_113	224.878	241.793	195.201861214621	250.330298535417
MNH1_15	1	G2F_113	232.99	236.498	232.825878836599	242.805495011021
NEH4_15	1	G2F_113	240.853	232.944	261.739829637732	237.022704850795
ONH1_15	1	G2F_113	246.465	231.896	254.973521381702	238.375966502001
ONH2_15	1	G2F_113	295.846	354.842	261.552006522074	237.060269473926
ILH1_15	1	G2F_114	224.336	223.407	234.243028900984	224.031206036213
INH1_15	1	G2F_114	221.443	227.882	186.110038168593	232.053371158278
MNH1_15	1	G2F_114	218.256	220.074	224.174789784496	225.709245888961
NEH4_15	1	G2F_114	226.058	219.491	238.081646927902	223.39143636506
OHH1_15	1	G2F_114	225.88	230.266	228.100364290539	225.054983471287
ONH1_15	1	G2F_114	230.623	219.222	229.995907276122	224.739059640356
ONH2_15	1	G2F_114	268.505	289.123	237.724489769624	223.450962558106
ILH1_15	1	G2F_115	214.014	211.335	194.808240824316	212.949409256739
INH1_15	1	G2F_115	184.424	208.713	168.109122670874	218.289232887427
MNH1_15	1	G2F_115	198.838	199.981	215.500348637361	208.81098769413
OHH1_15	1	G2F_115	213.464	218.146	201.206815087012	211.669694404199
ONH1_15	1	G2F_115	211.461	193.786	242.522625813601	203.406532258882
ONH2_15	1	G2F_115	256.149	245.198	237.408134074845	204.429430606633
ILH1_15	1	G2F_116	234.881	233.19	234.243028900984	234.222553622576
INH1_15	1	G2F_116	236.781	240.748	199.063915896633	241.258376223446
MNH1_15	1	G2F_116	228.238	228.969	233.825907490226	234.305977904728
OHH1_15	1	G2F_116	232.672	235.112	247.467193388574	231.577720725058
ONH1_15	1	G2F_116	236.21	225.247	250.031261567824	231.064907089208
ONH2_15	1	G2F_116	280.266	298.603	240.724489769624	232.926261448848
ILH1_15	1	G2F_117	198.655	198.343	204.061466870079	197.993639924963
INH1_15	1	G2F_117	178.725	199.503	150.467661101823	208.712401078615
MNH1_15	1	G2F_117	190.402	194.339	189.000138498296	201.00590559932
NEH4_15	1	G2F_117	203.196	194.804	199.469459255362	198.912041447907
ONH1_15	1	G2F_117	201.141	185.491	230.007363140004	192.804460670978
ONH2_15	1	G2F_117	258.478	317.404	221.023577629332	194.601217773113
ILH1_15	1	G2F_118	232.916	234.817	249.315426945414	227.482465595869
INH1_15	1	G2F_118	230.476	225.713	203.059578070404	236.733635370871
MNH1_15	1	G2F_118	228.351	228.789	231.174789784496	231.110593028052
NEH4_15	1	G2F_118	240.715	232.974	230.618575160501	231.221835952851
OHH1_15	1	G2F_118	236.376	260.229	237.530422865098	229.839466411932
ONH1_15	1	G2F_118	244.036	228.662	235.028962098845	230.339758565183
ILH1_15	1	G2F_119	219.055	216.199	219.835836690401	217.999522586298
INH1_15	1	G2F_119	198.186	215.933	173.895290498114	227.187631824756
MNH1_15	1	G2F_119	206.457	206.739	227.174789784496	216.531731967479
OHH1_15	1	G2F_119	222.329	227.657	207.162132626252	220.534263399128
ONH1_15	1	G2F_119	223.485	205.342	235.009499698078	214.964789984763
ONH2_15	1	G2F_119	262.818	263.055	246.755900324552	212.615509859468
MNH1_15	1	G2F_120	208.992	218.107	216.5002292429	225.166698181427
NEH4_15	1	G2F_120	222.714	221.131	212.508940373539	226.164520398768
OHH1_15	1	G2F_120	220.73	227.377	213.295786833498	225.967808783778
ONH1_15	1	G2F_120	220.728	211.47	232.49298736868	221.168508649982
ONH2_15	1	G2F_120	241.835	193.943	242.369078149993	218.699485954654
